ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,default
102663,1,1,2,36,380000,0
102664,2,2,1,37,80000,1
102665,2,2,2,26,20000,0
102666,1,3,1,34,160000,0
102667,2,2,2,26,230000,1
102668,1,2,2,39,370000,1
102669,2,3,1,41,30000,0
102670,1,2,2,23,20000,1
102671,1,2,1,52,470000,0
102672,2,2,2,29,220000,1
102673,1,3,2,32,80000,0
102674,2,2,2,21,10000,0
102675,2,2,1,51,280000,0
102676,2,1,1,31,110000,1
102677,2,1,2,27,210000,0
102678,2,1,1,36,200000,0
102679,1,1,2,27,260000,0
102680,1,1,2,36,600000,0
102681,1,2,1,47,330000,0
102682,2,1,2,31,500000,0
102683,1,1,3,29,200000,0
102684,1,2,1,36,200000,1
102685,2,2,2,27,210000,0
102686,2,1,1,46,500000,0
102687,2,2,1,44,10000,0
102688,2,1,2,24,160000,0
102689,1,2,2,33,130000,0
102690,2,2,2,45,80000,0
102691,2,1,2,31,500000,1
102692,2,2,1,35,320000,0
102693,1,2,2,29,50000,0
102694,2,2,2,40,120000,0
102695,1,1,1,59,500000,1
102696,2,2,1,42,290000,0
102697,1,1,1,50,280000,0
102698,2,3,1,41,30000,1
102699,1,3,2,24,10000,0
102700,1,1,1,49,550000,1
102701,1,2,2,41,60000,0
102702,2,2,1,28,140000,0
102703,2,2,2,28,50000,0
102704,2,2,1,27,300000,1
102705,2,2,2,25,50000,1
102706,2,2,1,33,250000,1
102707,1,3,2,44,80000,0
102708,1,1,2,33,480000,0
102709,1,2,1,44,30000,1
102710,2,2,2,25,10000,0
102711,2,1,2,41,410000,0
102712,1,1,1,33,100000,0
102713,1,3,1,41,200000,0
102714,2,2,1,48,380000,0
102715,1,2,2,27,100000,0
102716,2,3,1,27,50000,1
102717,2,2,1,28,130000,1
102718,2,2,1,42,150000,0
102719,2,1,1,39,310000,0
102720,2,2,2,51,110000,0
102721,1,2,1,28,140000,1
102722,2,1,1,37,500000,1
102723,2,2,1,48,90000,1
102724,2,2,2,41,90000,0
102725,1,3,2,35,20000,0
102726,1,2,2,36,30000,1
102727,2,2,1,36,140000,0
102728,2,2,2,32,340000,0
102729,2,1,2,31,120000,0
102730,1,1,1,34,420000,0
102731,1,3,1,48,100000,0
102732,2,2,2,37,350000,0
102733,2,1,2,29,360000,0
102734,2,3,2,23,20000,0
102735,2,2,2,38,400000,0
102736,1,3,1,45,170000,0
102737,2,2,1,36,110000,1
102738,2,2,1,37,200000,1
102739,2,1,1,32,200000,0
102740,1,1,2,29,360000,0
102741,1,2,2,22,20000,0
102742,1,3,1,32,270000,0
102743,1,2,2,44,20000,1
102744,2,1,1,43,350000,0
102745,2,1,2,30,260000,0
102746,1,1,2,33,90000,0
102747,2,2,1,32,310000,0
102748,2,1,2,43,210000,0
102749,2,2,1,45,40000,1
102750,2,2,1,25,80000,0
102751,2,1,1,46,370000,0
102752,1,2,2,28,130000,0
102753,2,2,1,40,710000,1
102754,2,1,2,32,560000,0
102755,2,1,2,26,170000,0
102756,2,3,1,63,30000,0
102757,2,1,2,30,430000,0
102758,2,2,1,37,500000,0
102759,1,2,2,26,10000,1
102760,2,1,2,25,130000,0
102761,1,1,2,33,150000,1
102762,2,2,1,43,340000,0
102763,2,2,1,37,200000,0
102764,1,2,2,37,130000,0
102765,1,3,1,54,50000,0
102766,1,1,2,30,110000,0
102767,2,3,1,43,60000,1
102768,1,2,2,24,60000,0
102769,1,2,2,26,210000,0
102770,2,1,1,46,360000,0
102771,1,2,2,48,20000,0
102772,2,1,2,42,150000,0
102773,1,3,2,30,310000,0
102774,2,2,1,40,240000,1
102775,2,3,1,55,160000,0
102776,1,1,2,22,20000,0
102777,1,1,1,55,190000,1
102778,2,2,1,40,280000,0
102779,2,1,1,34,200000,0
102780,1,1,1,50,320000,0
102781,2,2,2,27,350000,0
102782,1,1,2,33,110000,0
102783,2,2,1,37,300000,1
102784,2,1,1,44,500000,0
102785,2,1,2,35,120000,0
102786,2,3,3,31,80000,0
102787,2,1,2,26,150000,1
102788,2,1,2,40,150000,0
102789,1,2,1,42,210000,0
102790,1,2,2,36,150000,1
102791,2,1,2,26,50000,0
102792,1,2,1,33,80000,0
102793,1,2,1,34,50000,0
102794,2,2,1,50,20000,0
102795,1,2,1,37,50000,0
102796,1,1,2,29,50000,0
102797,1,2,1,46,280000,1
102798,1,2,1,51,230000,0
102799,1,2,2,30,230000,1
102800,2,3,1,37,80000,0
102801,2,2,3,35,60000,0
102802,1,2,1,37,200000,0
102803,2,1,2,34,340000,0
102804,2,2,1,40,250000,0
102805,1,1,1,52,200000,0
102806,1,1,2,39,150000,0
102807,2,3,1,53,100000,0
102808,2,2,1,41,220000,0
102809,1,1,2,32,140000,1
102810,1,1,1,28,40000,1
102811,2,2,2,30,200000,0
102812,2,1,2,35,520000,0
102813,2,2,1,22,30000,0
102814,1,2,2,40,50000,1
102815,2,3,2,29,300000,0
102816,2,1,2,36,500000,0
102817,2,2,2,27,490000,0
102818,1,1,2,27,200000,0
102819,2,1,2,23,40000,1
102820,2,1,2,28,150000,0
102821,1,1,1,29,50000,1
102822,2,3,1,42,50000,1
102823,2,2,2,25,130000,0
102824,2,1,2,27,70000,0
102825,2,1,1,30,30000,0
102826,1,1,1,45,80000,1
102827,2,1,2,30,220000,0
102828,1,2,1,45,200000,0
102829,2,2,2,24,120000,0
102830,2,3,1,59,100000,0
102831,2,1,2,23,50000,0
102832,2,3,1,56,30000,1
102833,2,2,2,30,360000,0
102834,2,1,2,26,50000,1
102835,1,1,1,50,270000,0
102836,2,1,2,27,150000,0
102837,1,3,2,26,200000,0
102838,2,2,1,36,50000,0
102839,2,1,2,33,210000,0
102840,2,2,2,27,50000,1
102841,1,2,2,24,50000,0
102842,1,1,2,29,440000,0
102843,2,1,2,28,60000,1
102844,2,2,1,41,70000,0
102845,2,2,2,33,310000,0
102846,1,1,1,34,360000,0
102847,2,2,1,34,550000,0
102848,1,1,1,44,180000,0
102849,1,2,1,37,140000,0
102850,2,2,1,30,200000,0
102851,1,2,1,39,60000,0
102852,1,1,2,28,140000,0
102853,2,2,1,24,100000,0
102854,1,1,2,33,360000,0
102855,2,3,1,24,100000,0
102856,2,3,2,41,160000,0
102857,2,2,2,27,160000,0
102858,2,3,1,40,100000,0
102859,1,3,1,45,30000,1
102860,2,2,1,40,100000,1
102861,1,2,2,39,80000,0
102862,2,2,2,31,20000,0
102863,1,1,1,41,140000,0
102864,2,1,2,25,30000,1
102865,1,2,1,39,90000,0
102866,2,2,2,23,150000,0
102867,1,3,1,28,250000,0
102868,1,2,1,28,50000,0
102869,1,2,1,31,100000,1
102870,1,1,1,46,500000,0
102871,2,2,1,36,50000,0
102872,2,1,2,27,40000,0
102873,2,2,1,35,80000,0
102874,1,1,1,35,100000,0
102875,1,1,2,29,180000,0
102876,2,3,1,53,90000,0
102877,2,2,2,23,10000,0
102878,2,1,2,33,200000,0
102879,1,3,1,57,80000,1
102880,1,2,2,33,90000,1
102881,2,2,1,42,80000,1
102882,2,2,2,24,90000,1
102883,2,2,1,46,80000,0
102884,1,1,2,27,140000,1
102885,1,2,1,39,480000,0
102886,1,1,2,27,70000,1
102887,2,1,2,35,180000,0
102888,2,2,1,24,20000,0
102889,1,3,2,28,60000,0
102890,2,1,2,37,500000,0
102891,2,1,2,28,360000,0
102892,2,3,1,56,10000,0
102893,1,1,1,54,300000,1
102894,1,2,1,48,70000,0
102895,2,2,1,32,250000,0
102896,2,1,1,31,110000,0
102897,1,2,1,38,210000,0
102898,2,1,1,40,210000,0
102899,2,2,2,26,70000,1
102900,1,2,1,47,20000,0
102901,1,1,2,31,220000,0
102902,2,3,3,51,20000,1
102903,1,1,1,28,80000,0
102904,2,2,1,42,500000,1
102905,1,3,2,66,210000,0
102906,1,2,2,27,80000,1
102907,2,2,1,37,50000,0
102908,1,1,1,35,240000,0
102909,2,2,2,23,150000,0
102910,2,2,2,28,360000,1
102911,2,4,1,29,230000,0
102912,1,1,2,35,500000,0
102913,2,2,1,34,150000,0
102914,1,1,1,59,200000,0
102915,1,1,2,35,470000,0
102916,1,1,2,32,310000,0
102917,2,1,2,28,210000,0
102918,2,2,2,27,80000,0
102919,1,3,2,38,20000,1
102920,1,3,2,32,150000,0
102921,1,3,1,39,390000,0
102922,1,1,2,29,10000,0
102923,2,1,1,33,350000,1
102924,2,1,2,35,150000,0
102925,2,2,1,36,210000,0
102926,1,1,1,55,100000,0
102927,1,1,2,36,210000,1
102928,2,2,1,48,290000,0
102929,1,2,1,50,330000,1
102930,1,2,2,37,50000,0
102931,1,3,2,27,80000,0
102932,1,3,1,38,120000,0
102933,2,3,2,25,420000,1
102934,2,2,1,28,130000,0
102935,1,3,2,30,50000,0
102936,1,2,1,34,20000,1
102937,2,2,1,34,140000,0
102938,2,2,1,35,100000,0
102939,1,3,2,41,50000,0
102940,1,1,2,37,500000,0
102941,1,2,1,35,80000,0
102942,2,2,1,34,220000,1
102943,1,2,2,26,240000,0
102944,1,3,1,41,220000,0
102945,1,2,1,32,320000,0
102946,2,2,1,36,230000,0
102947,1,3,2,44,20000,0
102948,2,2,1,34,280000,0
102949,1,2,1,44,110000,0
102950,2,2,1,26,180000,0
102951,1,3,1,51,100000,0
102952,1,2,1,37,80000,0
102953,2,3,2,30,260000,0
102954,2,2,2,25,110000,0
102955,2,2,1,31,150000,0
102956,2,2,1,28,230000,0
102957,2,1,2,27,500000,0
102958,1,2,2,30,300000,0
102959,2,2,2,31,180000,0
102960,2,2,1,28,100000,0
102961,1,1,2,31,390000,0
102962,2,6,1,35,180000,0
102963,2,3,1,37,300000,0
102964,2,1,2,36,260000,0
102965,2,2,2,29,360000,0
102966,2,2,2,26,80000,0
102967,2,1,2,26,100000,1
102968,1,3,1,47,20000,1
102969,2,1,2,33,210000,0
102970,2,2,1,25,10000,0
102971,1,3,1,37,360000,0
102972,2,2,2,42,80000,0
102973,2,1,2,29,130000,0
102974,1,1,2,36,30000,0
102975,2,2,1,30,430000,1
102976,1,2,2,32,50000,0
102977,2,2,1,26,140000,0
102978,1,1,2,32,200000,0
102979,2,2,2,23,50000,1
102980,2,2,2,27,280000,0
102981,1,2,1,51,710000,0
102982,1,1,2,39,500000,0
102983,1,2,2,33,360000,1
102984,1,1,2,29,50000,0
102985,1,2,2,27,80000,1
102986,2,2,1,44,50000,0
102987,2,2,2,23,50000,0
102988,1,1,2,33,150000,0
102989,1,2,2,28,360000,1
102990,2,1,3,48,50000,0
102991,2,1,2,29,200000,0
102992,1,1,2,29,80000,0
102993,1,2,1,30,110000,0
102994,2,1,2,27,140000,0
102995,2,1,2,31,300000,0
102996,2,2,2,29,50000,1
102997,2,5,1,39,180000,0
102998,2,2,1,36,60000,0
102999,1,2,1,41,30000,0
103000,2,2,2,30,230000,0
103001,2,1,2,29,30000,0
103002,2,2,1,47,20000,0
103003,1,2,2,30,50000,0
103004,2,2,1,46,80000,1
103005,1,1,2,29,90000,0
103006,2,3,2,23,50000,1
103007,2,1,1,38,250000,0
103008,1,1,2,33,160000,0
103009,2,3,1,52,80000,0
103010,1,2,1,36,410000,0
103011,2,2,1,43,100000,0
103012,2,2,1,43,750000,0
103013,1,2,2,47,30000,0
103014,1,2,2,33,80000,0
103015,2,1,2,31,430000,0
103016,1,1,1,44,480000,0
103017,2,3,1,29,360000,1
103018,2,1,1,37,150000,0
103019,1,2,1,47,40000,0
103020,2,1,1,34,280000,1
103021,1,2,1,45,40000,0
103022,1,1,1,39,290000,0
103023,1,3,1,39,250000,0
103024,1,2,2,32,80000,0
103025,2,2,2,27,130000,0
103026,2,2,1,37,290000,1
103027,2,1,2,29,180000,0
103028,2,1,1,31,360000,0
103029,2,2,1,37,140000,0
103030,2,1,1,41,350000,0
103031,1,1,2,26,40000,0
103032,2,1,2,27,180000,1
103033,1,3,1,27,80000,1
103034,1,4,2,27,80000,0
103035,1,3,1,57,30000,0
103036,2,2,1,37,220000,0
103037,2,2,2,22,70000,0
103038,1,1,1,41,510000,0
103039,2,2,2,22,20000,0
103040,2,2,1,40,100000,1
103041,2,2,1,30,340000,0
103042,2,1,2,29,180000,0
103043,2,0,2,38,290000,0
103044,1,2,2,53,80000,0
103045,2,1,2,40,180000,0
103046,2,1,2,32,500000,0
103047,1,2,2,34,230000,0
103048,2,2,1,26,250000,1
103049,1,2,2,24,10000,0
103050,1,1,1,39,230000,0
103051,1,1,2,29,70000,0
103052,2,1,1,48,430000,0
103053,2,2,2,25,20000,0
103054,1,1,2,32,30000,0
103055,1,3,2,43,80000,1
103056,2,1,2,39,400000,0
103057,2,1,1,37,200000,0
103058,2,2,2,46,50000,0
103059,1,1,2,28,120000,1
103060,1,3,1,45,80000,0
103061,2,1,1,33,430000,0
103062,2,2,2,22,20000,0
103063,2,2,2,32,20000,0
103064,2,2,2,44,20000,0
103065,2,2,2,27,140000,0
103066,2,2,2,22,10000,0
103067,2,3,2,34,220000,0
103068,1,1,1,48,60000,0
103069,1,2,2,25,30000,1
103070,2,3,2,46,100000,0
103071,1,1,2,35,220000,0
103072,2,1,2,40,80000,0
103073,2,3,2,46,80000,0
103074,1,2,2,28,130000,1
103075,2,1,1,33,300000,0
103076,2,2,1,42,60000,0
103077,2,1,1,32,360000,0
103078,1,2,2,24,10000,1
103079,1,2,1,48,50000,0
103080,1,2,1,35,200000,0
103081,2,2,2,24,30000,1
103082,1,1,1,42,220000,0
103083,2,3,2,27,80000,1
103084,1,2,1,39,200000,0
103085,2,2,2,28,500000,0
103086,1,3,1,38,230000,0
103087,1,3,2,22,20000,0
103088,1,1,1,35,50000,0
103089,2,2,1,35,100000,0
103090,2,2,2,37,230000,0
103091,2,3,1,48,120000,1
103092,2,3,2,23,130000,0
103093,2,3,1,25,50000,1
103094,2,1,2,30,400000,0
103095,2,2,2,27,240000,1
103096,1,3,2,53,70000,0
103097,2,1,2,22,20000,0
103098,1,3,2,28,50000,1
103099,1,1,2,31,380000,0
103100,1,2,2,24,50000,0
103101,2,2,2,33,50000,0
103102,2,1,2,26,60000,0
103103,1,3,1,48,170000,0
103104,2,1,2,29,70000,0
103105,1,1,1,50,50000,1
103106,2,3,2,38,20000,1
103107,1,3,1,48,50000,1
103108,1,3,2,28,20000,0
103109,2,2,2,32,110000,0
103110,2,2,2,24,90000,0
103111,2,1,2,24,180000,0
103112,2,2,2,28,50000,0
103113,1,2,1,36,200000,0
103114,2,1,1,32,20000,1
103115,2,2,1,39,170000,1
103116,1,1,1,48,380000,0
103117,1,2,2,39,30000,1
103118,1,3,1,36,160000,0
103119,2,3,1,39,60000,1
103120,2,1,2,31,450000,0
103121,2,1,2,26,90000,0
103122,1,2,2,25,50000,1
103123,1,3,1,49,30000,0
103124,1,3,1,52,50000,1
103125,2,1,1,34,320000,0
103126,2,2,1,43,300000,0
103127,2,1,2,43,390000,0
103128,2,2,2,23,50000,0
103129,1,2,1,26,20000,1
103130,1,2,2,52,90000,0
103131,1,3,2,51,300000,0
103132,2,4,2,32,300000,0
103133,1,1,1,34,200000,0
103134,1,2,2,24,50000,0
103135,1,2,2,24,20000,1
103136,1,1,2,35,390000,0
103137,1,2,2,41,70000,0
103138,2,3,2,28,80000,0
103139,2,3,1,45,80000,0
103140,2,1,1,36,170000,0
103141,2,1,2,29,50000,0
103142,2,2,2,22,30000,0
103143,2,6,1,49,30000,0
103144,1,3,1,48,130000,0
103145,2,2,2,27,50000,1
103146,1,2,1,33,50000,0
103147,1,2,2,30,50000,0
103148,1,3,1,30,160000,0
103149,1,2,1,46,450000,0
103150,2,1,1,33,380000,0
103151,2,1,2,29,30000,1
103152,1,2,2,24,50000,0
103153,1,2,2,30,220000,1
103154,2,2,1,32,50000,1
103155,1,2,1,26,80000,0
103156,1,1,1,44,390000,0
103157,2,2,1,32,360000,0
103158,2,3,1,43,180000,1
103159,1,1,2,26,360000,0
103160,2,1,2,35,230000,1
103161,1,1,2,25,130000,0
103162,2,3,1,42,20000,0
103163,2,3,1,41,200000,0
103164,2,2,1,35,220000,0
103165,1,1,2,25,20000,0
103166,1,2,2,24,20000,0
103167,2,1,1,50,480000,0
103168,2,2,1,29,50000,0
103169,1,2,1,40,100000,0
103170,2,1,2,34,120000,1
103171,2,1,1,27,230000,0
103172,1,2,1,32,20000,0
103173,1,2,2,27,50000,0
103174,2,1,1,38,150000,0
103175,2,1,2,30,60000,0
103176,1,2,1,40,500000,0
103177,2,1,2,34,410000,1
103178,2,2,2,29,60000,0
103179,2,1,1,31,200000,0
103180,1,3,3,45,50000,0
103181,2,1,2,35,500000,1
103182,1,3,1,44,170000,0
103183,2,2,2,25,50000,0
103184,2,2,1,44,320000,0
103185,2,2,1,37,110000,0
103186,2,1,2,30,420000,0
103187,2,2,1,49,240000,0
103188,1,1,2,33,380000,0
103189,2,2,2,22,20000,0
103190,2,1,2,42,50000,1
103191,1,3,2,23,20000,0
103192,2,2,2,31,20000,0
103193,2,2,1,57,340000,1
103194,2,2,1,56,50000,0
103195,2,2,1,33,210000,0
103196,2,2,2,25,60000,0
103197,1,2,1,53,50000,0
103198,2,1,2,26,50000,0
103199,2,2,2,26,90000,0
103200,2,2,2,25,50000,0
103201,2,2,1,41,310000,0
103202,2,1,2,31,260000,0
103203,1,3,2,26,20000,0
103204,2,1,1,30,80000,0
103205,2,2,2,22,30000,1
103206,1,3,2,64,300000,0
103207,1,4,1,52,100000,1
103208,1,1,1,47,240000,1
103209,2,2,2,56,50000,0
103210,1,2,2,22,20000,1
103211,2,2,2,23,110000,1
103212,1,1,3,43,200000,0
103213,1,3,2,33,220000,0
103214,2,2,2,43,50000,1
103215,2,1,2,23,20000,1
103216,1,2,2,39,170000,1
103217,2,1,1,29,160000,1
103218,1,1,1,35,200000,1
103219,1,3,2,25,120000,0
103220,2,3,1,42,20000,0
103221,1,3,2,46,10000,1
103222,2,3,2,24,100000,0
103223,2,2,2,24,130000,0
103224,1,2,2,47,50000,0
103225,2,3,2,31,140000,0
103226,1,2,2,49,50000,0
103227,1,1,2,29,360000,0
103228,2,2,2,22,20000,1
103229,1,2,2,33,100000,1
103230,2,1,1,39,260000,0
103231,2,1,2,23,50000,0
103232,2,2,1,39,360000,1
103233,1,2,2,23,50000,0
103234,2,2,2,31,270000,0
103235,2,1,1,44,250000,0
103236,1,1,2,48,250000,0
103237,2,2,1,24,120000,0
103238,2,3,2,36,250000,0
103239,2,2,2,29,260000,0
103240,2,1,1,40,250000,1
103241,2,2,2,26,100000,0
103242,2,1,2,35,150000,0
103243,2,1,1,45,170000,0
103244,2,1,2,32,710000,0
103245,1,2,1,50,20000,0
103246,2,2,2,36,360000,0
103247,2,3,1,49,150000,0
103248,1,3,2,58,50000,0
103249,2,3,1,38,140000,0
103250,1,1,1,42,250000,0
103251,1,2,2,36,20000,0
103252,2,2,1,42,360000,0
103253,2,2,1,34,160000,1
103254,2,2,1,30,180000,0
103255,1,2,2,23,50000,0
103256,1,2,2,45,50000,0
103257,2,1,1,60,220000,1
103258,2,3,2,30,160000,0
103259,2,2,1,29,200000,0
103260,1,1,2,32,190000,0
103261,2,2,1,32,50000,1
103262,2,2,2,35,140000,0
103263,2,2,2,26,60000,0
103264,2,3,1,24,10000,0
103265,1,1,2,28,400000,0
103266,2,2,2,24,320000,0
103267,1,1,1,50,240000,0
103268,1,1,2,29,240000,1
103269,2,3,2,31,50000,1
103270,2,3,2,46,100000,0
103271,1,3,2,24,50000,1
103272,1,2,1,43,50000,1
103273,2,2,2,30,150000,0
103274,2,2,1,37,200000,0
103275,2,2,2,28,80000,0
103276,1,1,1,35,360000,0
103277,1,1,2,28,230000,0
103278,2,2,1,34,60000,1
103279,1,2,1,37,90000,0
103280,1,2,2,29,50000,1
103281,1,2,1,31,240000,0
103282,2,2,1,42,230000,0
103283,1,1,1,45,120000,0
103284,1,1,1,39,250000,0
103285,2,1,1,54,150000,0
103286,1,3,2,37,310000,0
103287,2,1,2,29,80000,0
103288,2,1,1,37,200000,1
103289,1,2,2,24,50000,0
103290,1,2,1,23,190000,1
103291,1,2,2,33,50000,0
103292,1,2,2,31,100000,1
103293,1,2,2,43,80000,0
103294,2,3,2,46,120000,0
103295,2,2,1,49,60000,1
103296,1,1,2,32,120000,1
103297,2,1,2,36,240000,1
103298,2,2,2,26,90000,0
103299,1,2,2,25,210000,1
103300,2,2,2,23,90000,0
103301,2,1,1,40,420000,0
103302,1,1,2,29,390000,0
103303,1,1,2,32,230000,0
103304,2,2,1,29,90000,0
103305,2,2,1,45,280000,0
103306,2,1,2,28,280000,0
103307,2,3,1,25,30000,0
103308,1,2,1,38,20000,0
103309,2,1,1,43,180000,0
103310,1,2,2,36,50000,0
103311,1,2,1,47,250000,0
103312,1,1,1,47,140000,0
103313,2,1,2,25,130000,0
103314,2,2,2,43,60000,1
103315,2,3,2,32,80000,0
103316,2,1,1,41,240000,0
103317,1,3,1,32,50000,1
103318,2,1,2,33,270000,0
103319,2,1,1,52,170000,0
103320,1,2,1,51,50000,1
103321,2,5,1,29,230000,0
103322,2,1,2,26,390000,0
103323,2,2,1,39,200000,1
103324,2,2,1,27,500000,0
103325,2,1,2,25,30000,1
103326,2,1,2,26,50000,0
103327,1,1,2,48,220000,0
103328,1,2,1,31,50000,0
103329,2,2,2,24,30000,1
103330,2,1,2,42,200000,1
103331,2,2,1,46,50000,1
103332,2,2,2,26,80000,0
103333,2,2,1,44,70000,0
103334,1,3,1,44,130000,0
103335,1,3,1,34,200000,0
103336,2,1,2,27,170000,0
103337,2,2,2,34,10000,0
103338,1,2,2,27,70000,0
103339,2,1,2,40,150000,0
103340,2,1,1,29,320000,0
103341,1,1,2,25,50000,0
103342,2,2,1,44,200000,1
103343,1,2,1,39,200000,1
103344,2,2,2,29,160000,0
103345,1,1,2,42,380000,0
103346,1,2,1,51,50000,1
103347,2,2,1,51,500000,0
103348,1,3,1,34,150000,0
103349,1,2,2,33,90000,1
103350,1,2,3,46,60000,1
103351,1,1,2,27,140000,0
103352,2,1,2,40,220000,0
103353,1,2,1,48,200000,0
103354,2,1,2,34,140000,1
103355,1,1,2,34,260000,0
103356,2,1,2,27,60000,0
103357,1,1,2,31,280000,0
103358,2,3,1,40,310000,0
103359,2,3,1,50,80000,0
103360,2,1,2,33,150000,0
103361,1,2,2,28,80000,0
103362,2,2,1,45,480000,1
103363,2,2,1,34,350000,0
103364,1,2,1,32,50000,1
103365,2,2,1,43,310000,1
103366,1,1,1,41,10000,0
103367,1,1,2,25,280000,0
103368,1,2,2,52,50000,1
103369,2,1,2,22,10000,0
103370,1,1,1,43,290000,0
103371,1,1,2,33,240000,0
103372,2,2,2,26,100000,1
103373,2,2,2,25,160000,0
103374,1,2,1,46,230000,0
103375,1,1,2,29,200000,0
103376,2,1,2,44,210000,0
103377,2,2,2,23,50000,0
103378,1,2,2,25,130000,0
103379,2,2,1,37,90000,0
103380,2,3,1,36,80000,0
103381,1,3,2,23,30000,0
103382,2,3,1,41,80000,0
103383,2,2,2,24,90000,0
103384,1,2,1,31,70000,0
103385,1,3,2,31,50000,0
103386,2,3,1,39,110000,0
103387,1,2,2,24,180000,0
103388,1,2,2,33,50000,1
103389,2,1,1,29,150000,0
103390,2,1,2,30,340000,0
103391,2,2,2,33,300000,0
103392,2,1,1,36,150000,1
103393,1,1,2,38,30000,0
103394,1,1,1,43,320000,1
103395,1,2,2,26,160000,0
103396,2,1,2,26,300000,0
103397,2,2,1,49,30000,1
103398,1,3,1,41,290000,0
103399,2,2,1,49,180000,0
103400,2,2,1,30,60000,0
103401,2,1,2,33,260000,0
103402,1,2,1,32,150000,1
103403,1,3,1,55,230000,0
103404,2,1,2,29,250000,0
103405,2,2,1,29,70000,0
103406,1,3,1,44,360000,1
103407,1,1,1,34,200000,0
103408,2,1,2,30,30000,0
103409,1,2,1,30,20000,0
103410,1,3,2,66,80000,0
103411,2,1,2,32,260000,0
103412,2,2,1,35,210000,0
103413,1,3,1,42,90000,0
103414,1,2,1,31,20000,0
103415,1,1,1,44,360000,0
103416,2,2,1,57,580000,0
103417,2,2,1,25,60000,0
103418,1,2,2,30,50000,0
103419,2,2,1,39,100000,0
103420,1,1,1,46,380000,0
103421,1,2,2,37,50000,1
103422,1,2,2,33,20000,0
103423,2,2,2,50,30000,0
103424,1,1,1,42,490000,0
103425,1,3,2,27,80000,0
103426,1,1,2,29,360000,0
103427,1,2,1,39,30000,1
103428,1,2,2,21,10000,0
103429,1,1,1,49,200000,1
103430,2,1,2,35,160000,0
103431,1,2,1,34,270000,1
103432,1,2,2,28,80000,0
103433,2,1,2,29,360000,1
103434,2,2,2,27,140000,0
103435,2,1,2,25,200000,0
103436,2,1,2,25,80000,0
103437,2,2,2,31,80000,1
103438,2,3,1,44,80000,1
103439,1,2,1,31,20000,1
103440,2,3,2,22,30000,0
103441,1,5,2,23,60000,0
103442,2,2,2,25,100000,0
103443,1,2,1,52,100000,0
103444,2,3,1,48,40000,0
103445,2,1,2,30,120000,0
103446,2,3,1,56,20000,0
103447,2,2,2,26,310000,0
103448,1,2,2,23,50000,1
103449,1,2,1,49,500000,0
103450,1,3,1,40,290000,0
103451,1,2,2,34,30000,0
103452,2,1,2,23,100000,0
103453,1,3,1,51,20000,1
103454,2,1,1,31,360000,0
103455,2,2,1,30,490000,0
103456,2,2,1,44,40000,0
103457,2,2,2,24,20000,0
103458,2,2,1,32,500000,0
103459,1,2,2,28,50000,0
103460,2,2,1,49,140000,0
103461,1,1,2,49,260000,0
103462,2,1,2,32,200000,0
103463,2,2,2,28,50000,0
103464,2,1,2,32,200000,0
103465,2,2,2,26,20000,0
103466,1,3,2,24,10000,0
103467,1,2,2,34,30000,0
103468,2,3,1,40,170000,0
103469,2,3,1,45,50000,0
103470,2,1,2,34,420000,1
103471,2,2,1,30,70000,0
103472,2,2,1,31,300000,0
103473,1,2,2,31,500000,0
103474,2,2,2,49,20000,0
103475,2,1,2,30,280000,0
103476,1,1,1,41,150000,0
103477,1,1,1,37,250000,0
103478,2,3,1,39,300000,0
103479,2,3,1,58,50000,0
103480,2,2,1,39,330000,1
103481,2,2,3,30,140000,0
103482,2,2,1,50,150000,0
103483,1,1,1,57,330000,0
103484,2,1,1,34,380000,0
103485,1,2,1,32,50000,0
103486,2,2,1,37,150000,0
103487,2,2,1,38,130000,0
103488,2,2,2,27,160000,0
103489,2,3,1,44,30000,0
103490,1,2,1,33,370000,0
103491,2,1,1,51,180000,0
103492,1,2,1,54,50000,0
103493,2,1,2,34,170000,1
103494,1,2,2,34,20000,0
103495,2,1,2,25,50000,0
103496,2,3,2,52,150000,0
103497,2,2,1,34,170000,0
103498,2,2,1,43,30000,0
103499,1,2,2,25,100000,0
103500,1,1,1,53,500000,0
103501,1,1,2,35,180000,0
103502,1,1,2,33,280000,0
103503,2,2,2,27,50000,0
103504,1,1,1,44,170000,0
103505,2,2,1,25,50000,0
103506,1,1,1,24,20000,1
103507,2,2,1,34,220000,0
103508,2,4,2,25,200000,0
103509,2,1,2,29,70000,0
103510,2,1,1,28,400000,1
103511,2,3,2,54,50000,1
103512,1,3,1,31,60000,1
103513,2,3,1,47,50000,0
103514,1,1,1,52,100000,1
103515,2,2,1,34,180000,1
103516,2,1,1,42,210000,0
103517,2,1,1,35,430000,0
103518,2,2,1,41,20000,0
103519,2,2,1,51,40000,1
103520,2,1,2,27,180000,0
103521,2,3,2,45,30000,0
103522,1,1,1,36,210000,0
103523,2,1,1,29,160000,0
103524,2,2,2,27,130000,0
103525,2,2,2,21,10000,1
103526,1,2,1,39,170000,0
103527,2,1,2,29,50000,0
103528,1,1,1,59,360000,0
103529,2,1,2,23,50000,0
103530,1,1,2,32,160000,0
103531,1,1,1,37,380000,0
103532,2,1,2,32,220000,0
103533,1,3,2,54,50000,0
103534,2,2,2,50,140000,0
