"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_1","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
"160000","2","1","2","24","0","0","-2","-2","-2","-2","37000","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"130000","1","2","2","33","1","2","2","0","0","0","130565","131878.0","115173.0","108310","112083","81362.0","5012.0","0.0","4000.0","5000.0","4000.0","2106.0","0"
"80000","2","2","2","45","0","0","-2","-2","-2","-2","83150","-8000.0","0.0","0","0","0.0","0.0","8000.0","0.0","0.0","0.0","0.0","0"
"500000","2","1","2","31","-2","-2","-2","-1","0","-1","17496","1001.0","15782.0","29251","20095","77684.0","2000.0","5000.0","37223.0","0.0","80583.0","10155.0","1"
"320000","2","2","1","35","0","0","0","2","0","0","4050","4914.0","6630.0","6393","9721","10584.0","1073.0","1789.0","0.0","3425.0","1000.0","3425.0","0"
"50000","1","2","2","29","1","2","0","0","0","0","49612","48546.0","49157.0","49890","48941","49940.0","0.0","1900.0","1333.0","0.0","999.0","0.0","0"
"120000","2","2","2","40","0","0","0","-2","-2","-2","4180","5100.0","0.0","0","0","0.0","1000.0","0.0","0.0","0.0","0.0","0.0","0"
"500000","1","1","1","59","-2","-2","-2","-2","-2","-2","0","0.0","994.0","3342","1240","700.0","0.0","994.0","3342.0","1240.0","700.0","2250.0","1"
"290000","2","2","1","42","-2","-1","-1","-1","0","0","-132","18364.0","2417.0","4583","1402","3227.0","18496.0","2429.0","4598.0","7.0","3227.0","1.0","0"
"280000","1","1","1","50","-1","-1","-1","0","0","-2","19378","347.0","4197.0","3755","0","0.0","348.0","4399.0","18.0","0.0","0.0","0.0","0"
"30000","2","3","1","41","0","0","0","0","0","0","39230","37737.0","36619.0","34752","33229","32211.0","1618.0","2000.0","1500.0","1500.0","2000.0","1248.0","1"
"10000","1","3","2","24","1","2","2","2","2","2","7826","8745.0","8440.0","9229","8969","8819.0","1200.0","0.0","900.0","0.0","2000.0","0.0","0"
"550000","1","1","1","49","-1","-1","-1","-1","-1","-2","42141","1515.0","1488.0","18334","-114","-114.0","1522.0","1495.0","18426.0","0.0","0.0","22670.0","1"
"60000","1","2","2","41","0","-1","-1","-1","-1","-1","14895","6750.0","5784.0","5246","3760","11411.0","6750.0","5784.0","5246.0","3760.0","11411.0","7435.0","0"
"140000","2","2","1","28","0","0","0","-1","-1","-1","5925","7729.0","0.0","150","1550","98426.0","2000.0","0.0","150.0","1550.0","106155.0","3500.0","0"
"50000","2","2","2","28","0","0","0","0","0","0","46096","25370.0","26331.0","24749","25269","26847.0","1442.0","1403.0","1000.0","919.0","2000.0","1000.0","0"
"300000","2","2","1","27","0","0","0","0","0","0","286321","283547.0","578971.0","293063","296677","230338.0","20000.0","12003.0","10524.0","11238.0","8814.0","9463.0","1"
"50000","2","2","2","25","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","7700.0","1"
"250000","2","2","1","33","2","2","-2","-2","-2","-2","2500","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"80000","1","3","2","44","2","0","0","0","2","2","57076","58358.0","58992.0","62696","64148","62965.0","2800.0","2200.0","4700.0","2600.0","0.0","4400.0","0"
"480000","1","1","2","33","1","-2","-2","-2","-2","-2","-897","-897.0","-897.0","-897","-897","-897.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"30000","1","2","1","44","1","3","2","2","2","2","23171","22523.0","21863.0","23296","22783","24310.0","0.0","0.0","1800.0","0.0","1910.0","780.0","1"
"10000","2","2","2","25","0","0","0","0","0","0","9150","9206.0","10051.0","9850","8214","8054.0","1185.0","1030.0","1000.0","1000.0","2000.0","2000.0","0"
"410000","2","1","2","41","-2","-2","-2","-1","-1","-1","0","0.0","0.0","150","150","1929.0","0.0","0.0","150.0","150.0","1929.0","136869.0","0"
"100000","1","1","1","33","0","0","2","2","2","2","38219","42604.0","44607.0","45576","46495","47182.0","5000.0","3000.0","2000.0","1800.0","1600.0","2000.0","0"
"200000","1","3","1","41","0","0","0","0","0","0","84573","76348.0","50776.0","51018","25982","10170.0","2544.0","1433.0","3224.0","775.0","5000.0","2000.0","0"
"380000","2","2","1","48","0","0","0","0","0","0","363191","373421.0","363343.0","290371","289600","288256.0","15504.0","14000.0","12500.0","12000.0","11000.0","14000.0","0"
"100000","1","2","2","27","0","0","0","0","2","0","41298","42448.0","44368.0","48652","47885","48850.0","2000.0","2500.0","4900.0","0.0","1763.0","2000.0","0"
"50000","2","3","1","27","0","0","0","2","0","0","37651","38498.0","40644.0","39731","35657","27014.0","1754.0","2900.0","0.0","1265.0","832.0","500.0","1"
"130000","2","2","1","28","0","0","0","0","0","2","107216","91888.0","83975.0","76842","78093","67557.0","4000.0","4000.0","8000.0","6000.0","0.0","2500.0","1"
"150000","2","2","1","42","0","0","0","0","0","2","139172","141401.0","137320.0","138016","144084","136604.0","6022.0","5022.0","5100.0","10500.0","0.0","10000.0","0"
"310000","2","1","1","39","-1","-1","-1","-1","-1","2","1989","4566.0","5329.0","5724","1518","1336.0","4566.0","5433.0","5724.0","1336.0","0.0","3167.0","0"
"110000","2","2","2","51","-2","-2","-2","-1","-1","-1","150000","0.0","0.0","3007","857","55973.0","0.0","0.0","3007.0","857.0","100000.0","1000.0","0"
"140000","1","2","1","28","-1","-1","-1","2","-1","-1","6007","7332.0","7983.0","3277","2964","4791.0","7340.0","7983.0","0.0","2964.0","4800.0","2353.0","1"
"500000","2","1","1","37","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"90000","2","2","1","48","-1","-1","-1","-1","-1","-1","316","316.0","316.0","316","316","316.0","316.0","316.0","316.0","316.0","316.0","316.0","1"
"90000","2","2","2","41","-1","0","0","0","0","0","48276","47820.0","46602.0","47141","16114","15825.0","2281.0","1219.0","1164.0","556.0","595.0","480.0","0"
"20000","1","3","2","35","-1","3","2","0","0","0","8918","8634.0","8280.0","11500","9000","0.0","0.0","0.0","4000.0","7000.0","0.0","0.0","0"
"30000","1","2","2","36","0","0","0","0","0","0","36124","35538.0","34359.0","32450","30633","30628.0","2500.0","2215.0","1156.0","1200.0","3000.0","3000.0","1"
"140000","2","2","1","36","0","0","0","0","0","0","45849","46909.0","47928.0","48731","49793","50812.0","2100.0","2100.0","1900.0","2000.0","2000.0","2100.0","0"
"340000","2","2","2","32","0","0","0","0","0","0","80174","82761.0","83636.0","85282","87070","88828.0","3871.0","3136.0","3014.0","3123.0","3168.0","4855.0","0"
"120000","2","1","2","31","-2","-2","-2","-2","-2","-2","-66","-33.0","-33.0","-33","-33","-33.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"420000","1","1","1","34","-1","0","0","0","-2","-2","18037","9944.0","3254.0","-16","-16","-16.0","3048.0","3016.0","0.0","0.0","0.0","3262.0","0"
"100000","1","3","1","48","-2","-2","-2","-2","-2","-2","6345","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"350000","2","2","2","37","0","0","0","0","0","0","128146","117713.0","51961.0","46207","35052","12536.0","4052.0","1700.0","1500.0","2000.0","500.0","2000.0","0"
"360000","2","1","2","29","-1","-1","-1","0","-1","-1","1766","4500.0","14697.0","10687","1968","1272.0","4534.0","14697.0","0.0","2141.0","1272.0","24078.0","0"
"20000","2","3","2","23","-1","-1","-1","0","0","-1","17432","1165.0","19325.0","19311","18430","400.0","1165.0","19325.0","386.0","369.0","400.0","5125.0","0"
"400000","2","2","2","38","0","0","0","0","-1","-1","2988","3983.0","3417.0","3267","186","1200.0","1222.0","1000.0","1200.0","186.0","1200.0","0.0","0"
"170000","1","3","1","45","0","0","0","0","0","0","40441","40937.0","34090.0","34894","36829","37727.0","5000.0","2000.0","2000.0","3000.0","2000.0","2000.0","0"
"110000","2","2","1","36","1","2","0","0","2","2","10448","10144.0","14516.0","19396","9298","14116.0","0.0","5000.0","5000.0","0.0","5000.0","0.0","1"
"200000","2","2","1","37","-1","-1","-1","-1","-1","-2","390","31638.0","770.0","2108","0","0.0","31638.0","770.0","2118.0","0.0","0.0","0.0","1"
"200000","2","1","1","32","-2","-2","-2","-2","-2","-2","6540","17288.0","3009.0","20311","15643","5696.0","17301.0","3009.0","26257.0","15643.0","5696.0","12149.0","0"
"360000","1","1","2","29","-1","-1","-1","-1","-1","-1","5143","2092.0","1864.0","969","2500","0.0","6159.0","1870.0","969.0","2500.0","0.0","0.0","0"
"20000","1","2","2","22","0","0","0","0","-1","-1","18462","16699.0","19674.0","19258","9546","12051.0","1510.0","3875.0","759.0","10000.0","19126.0","1946.0","0"
"270000","1","3","1","32","3","2","0","0","0","0","150616","146262.0","149449.0","150893","153878","157324.0","0.0","7100.0","5500.0","6000.0","6000.0","5100.0","0"
"20000","1","2","2","44","1","2","0","0","0","0","6535","6285.0","7672.0","8390","9101","9796.0","0.0","1500.0","1000.0","1000.0","1000.0","1000.0","1"
"350000","2","1","1","43","-2","-2","-2","-2","-2","-1","0","0.0","0.0","0","0","1146.0","0.0","0.0","0.0","0.0","1146.0","54269.0","0"
"260000","2","1","2","30","0","0","0","0","-1","-1","83138","93416.0","84117.0","28683","3154","13603.0","14038.0","5018.0","10000.0","3154.0","13603.0","9189.0","0"
"90000","1","1","2","33","-1","-1","2","-1","-1","2","1650","721.0","421.0","2754","309","159.0","721.0","0.0","2833.0","1000.0","0.0","2000.0","0"
"310000","2","2","1","32","0","0","0","0","0","0","162530","155831.0","96835.0","89223","80462","73899.0","6100.0","4252.0","5000.0","2780.0","4881.0","3000.0","0"
"210000","2","1","2","43","1","-1","0","0","0","0","-3309","177952.0","167125.0","139784","142662","145725.0","184212.0","5482.0","3493.0","3590.0","3815.0","3876.0","0"
"40000","2","2","1","45","1","2","0","0","0","0","11402","10928.0","11940.0","12241","12544","12835.0","0.0","1200.0","500.0","500.0","500.0","500.0","1"
"80000","2","2","1","25","1","-2","-2","-2","-1","-1","0","0.0","0.0","0","13369","0.0","0.0","0.0","0.0","13369.0","0.0","0.0","0"
"370000","2","1","1","46","-1","-1","-1","0","0","-1","26555","1572.0","166229.0","168601","171018","600.0","1572.0","166235.0","3372.0","4018.0","600.0","600.0","0"
"130000","1","2","2","28","0","0","0","0","0","0","113613","112867.0","92617.0","94896","92347","94323.0","5847.0","3413.0","3872.0","3465.0","3627.0","5000.0","0"
"710000","2","2","1","40","-2","-2","-2","-1","2","0","5200","0.0","0.0","1004","854","8626.0","0.0","0.0","1004.0","0.0","8000.0","5000.0","1"
"560000","2","1","2","32","0","0","0","0","0","0","68199","31211.0","23991.0","15488","12579","11400.0","1548.0","1446.0","14720.0","427.0","1000.0","300.0","0"
"170000","2","1","2","26","0","0","0","0","0","0","47642","40779.0","34570.0","33153","24969","22893.0","4000.0","2006.0","1000.0","1000.0","1000.0","1000.0","0"
"30000","2","3","1","63","-1","-1","-1","0","-1","-1","8866","5884.0","11146.0","7779","8092","1565.0","5884.0","11146.0","0.0","8092.0","1565.0","2620.0","0"
"430000","2","1","2","30","-1","-1","-1","-1","-1","-1","2202","7172.0","4705.0","2029","41581","25984.0","7232.0","4723.0","2035.0","41784.0","26108.0","37216.0","0"
"500000","2","2","1","37","-1","-1","-1","-1","-1","-1","7325","355.0","355.0","1204","2378","6344.0","355.0","355.0","1204.0","2378.0","6344.0","14889.0","0"
"10000","1","2","2","26","0","0","0","0","0","0","7606","7030.0","8454.0","9454","5784","0.0","2000.0","2000.0","1000.0","0.0","0.0","0.0","1"
"130000","2","1","2","25","0","0","0","0","0","0","5279","7887.0","10116.0","9110","6500","5874.0","4000.0","4000.0","2500.0","236.0","1700.0","74.0","0"
"150000","1","1","2","33","1","2","2","2","0","0","88590","85800.0","91242.0","88399","89629","94637.0","0.0","7400.0","0.0","3300.0","7000.0","0.0","1"
"340000","2","2","1","43","-2","-2","-2","-2","-2","-2","33245","249.0","27476.0","0","0","24272.0","249.0","27477.0","0.0","0.0","24272.0","11008.0","0"
"200000","2","2","1","37","0","0","0","0","0","0","184144","189158.0","190569.0","191730","171269","151550.0","8017.0","8000.0","8000.0","9000.0","7000.0","6000.0","0"
"130000","1","2","2","37","0","0","0","0","0","0","125780","128768.0","130112.0","129785","121609","123586.0","6500.0","5000.0","5000.0","5000.0","6000.0","5000.0","0"
"50000","1","3","1","54","2","0","0","-1","0","0","55518","52931.0","55122.0","33975","18827","19222.0","3000.0","4000.0","53083.0","1268.0","708.0","664.0","0"
"110000","1","1","2","30","1","2","-1","-1","-1","0","2932","2373.0","2373.0","1475","3102","3151.0","0.0","2373.0","1475.0","4000.0","3000.0","2373.0","0"
"60000","2","3","1","43","0","0","0","0","0","0","60283","61227.0","60385.0","30368","29667","30159.0","3000.0","1700.0","1135.0","1100.0","1500.0","1200.0","1"
"60000","1","2","2","24","0","0","0","0","0","0","47757","26340.0","16532.0","15782","17782","9450.0","1468.0","2000.0","0.0","2000.0","0.0","0.0","0"
"210000","1","2","2","26","0","0","0","0","0","0","186109","168198.0","97223.0","202134","102844","39995.0","5929.0","3272.0","4362.0","5040.0","3195.0","105.0","0"
"360000","2","1","1","46","0","-1","0","0","0","0","42094","10594.0","31532.0","46342","56571","65268.0","10600.0","30000.0","20000.0","15000.0","10000.0","10000.0","0"
"20000","1","2","2","48","0","0","2","0","0","0","6111","10479.0","10167.0","10695","11365","12170.0","4500.0","0.0","1000.0","1000.0","1000.0","1000.0","0"
"150000","2","1","2","42","1","-2","-2","-2","-2","-1","-874","-874.0","-874.0","-874","-874","4126.0","0.0","0.0","0.0","0.0","5000.0","0.0","0"
"310000","1","3","2","30","-2","-2","-2","-2","-2","-2","-44","-44.0","8915.0","-35","7028","-116.0","0.0","8959.0","0.0","7063.0","0.0","23240.0","0"
"240000","2","2","1","40","-1","-1","-1","0","-1","2","3571","2298.0","2632.0","904","5559","2748.0","2309.0","2637.0","2.0","5567.0","8.0","2730.0","1"
"160000","2","3","1","55","-1","-1","-1","-1","-1","-1","4144","2016.0","3384.0","1449","5542","7314.0","2016.0","3399.0","1449.0","5590.0","7314.0","1579.0","0"
"20000","1","1","2","22","0","0","0","0","0","0","14677","16625.0","17924.0","18674","15452","15882.0","3004.0","3006.0","3007.0","489.0","2110.0","2201.0","0"
"190000","1","1","1","55","-1","-1","-1","-1","-1","-1","390","390.0","390.0","390","6026","7410.0","390.0","390.0","390.0","6026.0","7410.0","390.0","1"
"280000","2","2","1","40","1","-2","-2","-2","-2","-2","-10","-10.0","-10.0","-10","-10","-10.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"200000","2","1","1","34","-1","-1","-1","-1","0","0","3987","1631.0","21698.0","12657","11349","9006.0","1631.0","21698.0","12657.0","569.0","3000.0","25000.0","0"
"320000","1","1","1","50","-2","-2","-2","-2","-2","-2","6426","-4.0","816.0","30026","49154","1299.0","0.0","824.0","31144.0","25664.0","2610.0","1833.0","0"
"350000","2","2","2","27","0","0","0","0","0","0","16022","17059.0","17772.0","18127","18536","19224.0","1600.0","1300.0","650.0","700.0","1000.0","750.0","0"
"110000","1","1","2","33","0","0","2","2","2","2","39768","44333.0","43320.0","48236","49195","48253.0","5548.0","0.0","5651.0","1876.0","0.0","2000.0","0"
"300000","2","2","1","37","1","-2","-2","-1","-1","-1","0","0.0","0.0","363","0","944.0","0.0","0.0","363.0","0.0","944.0","2000.0","1"
"500000","2","1","1","44","1","-1","-1","-2","-1","-1","706","1108.0","380.0","-270","2305","2733.0","1242.0","380.0","22.0","2575.0","3009.0","6026.0","0"
"120000","2","1","2","35","-1","-1","-1","-1","-1","-1","500","2483.0","250.0","1579","223","421.0","2483.0","252.0","1579.0","223.0","421.0","8228.0","0"
"80000","2","3","3","31","0","0","0","-1","-1","-1","5154","5390.0","6276.0","1322","500","175.0","1124.0","1010.0","1322.0","500.0","175.0","1331.0","0"
"150000","2","1","2","26","-1","-1","-1","-1","-1","-1","1551","2961.0","4175.0","1707","4492","6149.0","2990.0","4175.0","1707.0","4492.0","6149.0","34672.0","1"
"150000","2","1","2","40","0","0","0","0","0","-1","145074","152179.0","149313.0","129768","136084","30312.0","11000.0","6000.0","40000.0","42000.0","34880.0","201277.0","0"
"210000","1","2","1","42","1","-2","-2","-2","-1","-1","652","0.0","326.0","321","1435","8480.0","0.0","326.0","326.0","1440.0","8521.0","9592.0","0"
"150000","1","2","2","36","-1","-1","-2","-2","-2","-2","5382","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"50000","2","1","2","26","0","0","2","0","0","0","39052","44416.0","43407.0","44382","45672","46758.0","6000.0","0.0","2000.0","2000.0","2000.0","2000.0","0"
"80000","1","2","1","33","0","0","0","0","0","0","79537","76226.0","49645.0","50235","47014","47575.0","2359.0","1745.0","1725.0","1704.0","1730.0","1677.0","0"
"50000","1","2","1","34","0","0","-1","0","-1","-1","2522","0.0","2522.0","1261","1261","1428.0","0.0","2522.0","0.0","1261.0","1428.0","1261.0","0"
"20000","2","2","1","50","2","0","0","0","0","0","17393","18119.0","19413.0","19704","19563","20391.0","1315.0","2401.0","900.0","709.0","1548.0","0.0","0"
"50000","1","2","1","37","0","0","0","0","0","0","27516","28871.0","29500.0","28914","29529","29319.0","2000.0","1435.0","1149.0","1197.0","1009.0","990.0","0"
"50000","1","1","2","29","1","2","2","2","2","2","14497","13975.0","25731.0","26112","26548","25970.0","0.0","12000.0","1100.0","1000.0","0.0","2500.0","0"
"280000","1","2","1","46","1","2","2","2","2","2","188894","194489.0","197722.0","192140","203913","200564.0","10101.0","8000.0","0.0","15000.0","0.0","7053.0","1"
"230000","1","2","1","51","0","0","0","0","0","0","197993","84076.0","77766.0","70066","62865","55311.0","2965.0","3500.0","2600.0","2500.0","1901.0","2370.0","0"
"230000","1","2","2","30","0","0","2","0","0","0","38651","45681.0","44652.0","48540","52477","56506.0","8000.0","0.0","4970.0","4907.0","4936.0","5024.0","1"
"80000","2","3","1","37","0","0","0","0","0","0","63185","62209.0","61991.0","30597","30794","30684.0","5021.0","10036.0","3000.0","2000.0","2000.0","2000.0","0"
"60000","2","2","3","35","0","0","2","0","0","0","12695","15453.0","13420.0","15211","14395","16141.0","3000.0","0.0","2000.0","1000.0","2000.0","1000.0","0"
"200000","1","2","1","37","0","0","0","0","0","0","199669","204168.0","202381.0","172574","171795","170960.0","9300.0","7851.0","6400.0","6500.0","6537.0","6200.0","0"
"340000","2","1","2","34","-1","-1","-1","-1","-1","-1","32488","42449.0","30042.0","28987","13104","59204.0","42552.0","30084.0","29033.0","13120.0","59273.0","1241.0","0"
"250000","2","2","1","40","-1","-1","-1","-1","-1","-1","4843","2942.0","1054.0","1708","3014","3037.0","2942.0","1057.0","1708.0","3014.0","3037.0","4974.0","0"
"200000","1","1","1","52","-1","-1","-1","-1","-1","-1","1015","932.0","1453.0","821","1123","878.0","934.0","1461.0","823.0","1126.0","880.0","926.0","0"
"150000","1","1","2","39","0","0","0","0","0","0","146736","149030.0","148258.0","106114","105951","78487.0","7027.0","6000.0","3220.0","3600.0","2670.0","2618.0","0"
"100000","2","3","1","53","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"220000","2","2","1","41","0","0","0","0","0","0","126532","90013.0","91191.0","86139","83743","78555.0","4500.0","4006.0","3000.0","3000.0","3000.0","6000.0","0"
"140000","1","1","2","32","1","-2","-1","0","0","0","-4","-680.0","1824.0","1508","300","-206.0","0.0","3000.0","0.0","0.0","0.0","2000.0","1"
"40000","1","1","1","28","-1","-1","2","-1","-1","-1","10371","11895.0","11228.0","2475","5341","6255.0","2567.0","0.0","2475.0","5341.0","1500.0","0.0","1"
"200000","2","2","2","30","0","0","0","0","0","0","185070","182566.0","178604.0","181878","182444","185250.0","7022.0","6501.0","6500.0","6504.0","7008.0","8009.0","0"
"520000","2","1","2","35","0","0","0","0","0","0","60912","56728.0","55758.0","57911","54152","43108.0","7000.0","5000.0","5004.0","5000.0","5000.0","5031.0","0"
"30000","2","2","1","22","0","0","0","0","0","0","16534","17213.0","17723.0","17431","17882","17694.0","2002.0","1553.0","1002.0","2002.0","1000.0","542.0","0"
"50000","1","2","2","40","0","0","0","0","0","0","14633","12921.0","13957.0","16703","17052","17391.0","1218.0","1254.0","3000.0","617.0","621.0","643.0","1"
"300000","2","3","2","29","0","0","0","0","-2","-2","143568","147715.0","149506.0","-4394","-4394","-4394.0","7951.0","6890.0","0.0","0.0","0.0","0.0","0"
"500000","2","1","2","36","-1","-1","-1","-1","-1","-1","10935","4079.0","3943.0","3338","1224","31022.0","4081.0","4283.0","3338.0","1224.0","31022.0","1088.0","0"
"490000","2","2","2","27","0","0","0","0","0","-1","222705","191752.0","195022.0","196099","201289","86703.0","5011.0","5217.0","5000.0","5340.0","94762.0","5026.0","0"
"200000","1","1","2","27","-1","-1","-1","0","0","-1","630","825.0","1890.0","1260","630","630.0","825.0","1890.0","0.0","0.0","630.0","1030.0","0"
"40000","2","1","2","23","2","2","2","0","0","0","19827","20709.0","21070.0","21420","23066","23683.0","1500.0","1000.0","1000.0","2000.0","1000.0","894.0","1"
"150000","2","1","2","28","-1","-1","-2","-1","-1","-2","3752","2730.0","500.0","2727","712","0.0","2730.0","500.0","2727.0","712.0","0.0","0.0","0"
"50000","1","1","1","29","0","0","0","0","0","0","48310","49690.0","40697.0","16751","17093","13191.0","2300.0","1400.0","335.0","342.0","4000.0","200.0","1"
"50000","2","3","1","42","2","2","2","0","0","2","44961","48164.0","38684.0","41034","43597","42743.0","4000.0","0.0","3000.0","3228.0","0.0","4000.0","1"
"130000","2","2","2","25","-1","-1","-1","0","0","0","390","390.0","36659.0","23150","27376","33104.0","780.0","36659.0","5000.0","5000.0","7000.0","5000.0","0"
"70000","2","1","2","27","-1","-1","-1","-1","-1","-1","157","157.0","157.0","157","307","507.0","157.0","157.0","157.0","307.0","507.0","357.0","0"
"30000","2","1","1","30","0","0","0","0","0","2","28289","29537.0","29378.0","22692","24169","23782.0","2013.0","1440.0","800.0","1800.0","108.0","1130.0","0"
"80000","1","1","1","45","-1","-1","-1","-1","-1","-1","1473","1473.0","24770.0","3366","1473","44314.0","1473.0","24770.0","3366.0","1473.0","44314.0","4000.0","1"
"220000","2","1","2","30","0","0","0","0","0","-1","72546","74618.0","62379.0","37137","-669","14069.0","5206.0","30176.0","10258.0","14000.0","15070.0","6029.0","0"
"200000","1","2","1","45","0","0","0","0","0","0","200378","162374.0","154234.0","143953","147834","147373.0","6061.0","7048.0","5016.0","10294.0","5136.0","5225.0","0"
"120000","2","2","2","24","0","0","0","0","0","-1","11296","12200.0","11761.0","6761","7189","1087.0","1400.0","1000.0","0.0","1000.0","1087.0","801.0","0"
"100000","2","3","1","59","1","-1","0","-1","-1","-1","0","7240.0","7702.0","1550","12079","35920.0","7240.0","1000.0","1558.0","12079.0","35920.0","0.0","0"
"50000","2","1","2","23","0","0","0","0","0","0","50025","22656.0","19610.0","17801","18078","18137.0","1626.0","1581.0","1000.0","900.0","700.0","1000.0","0"
"30000","2","3","1","56","2","2","2","2","2","2","17643","18564.0","17969.0","20645","21666","21170.0","1500.0","0.0","3000.0","1500.0","0.0","1900.0","1"
"360000","2","2","2","30","0","0","0","0","0","0","132250","132655.0","135959.0","139796","143642","147418.0","5000.0","5000.0","5000.0","5000.0","5000.0","5000.0","0"
"50000","2","1","2","26","-1","0","0","0","-2","-2","5310","34105.0","34536.0","0","0","0.0","29000.0","1000.0","0.0","0.0","0.0","0.0","1"
"270000","1","1","1","50","-1","-1","-1","-1","-1","-1","316","316.0","316.0","5772","316","316.0","316.0","316.0","5772.0","316.0","316.0","5174.0","0"
"150000","2","1","2","27","-1","0","0","-2","-2","-2","30585","30138.0","0.0","0","0","0.0","6000.0","0.0","0.0","0.0","0.0","0.0","0"
"200000","1","3","2","26","-1","-1","-1","-1","-1","-1","8355","8355.0","8355.0","8355","8355","8355.0","8355.0","8355.0","8355.0","8355.0","8355.0","8285.0","0"
"50000","2","2","1","36","0","0","0","0","0","0","44510","42564.0","38181.0","30805","28252","28783.0","3000.0","3000.0","3000.0","2000.0","2000.0","5000.0","0"
"210000","2","1","2","33","-1","2","2","-1","-1","-1","970","2273.0","1303.0","5385","1814","0.0","1303.0","3.0","5387.0","1814.0","0.0","0.0","0"
"50000","2","2","2","27","2","2","2","2","0","0","47760","45064.0","45744.0","43123","42343","43020.0","0.0","3400.0","0.0","1528.0","3038.0","0.0","1"
"50000","1","2","2","24","0","0","0","0","0","0","19839","20231.0","20142.0","19920","19722","20437.0","1328.0","1315.0","703.0","723.0","1050.0","668.0","0"
"440000","1","1","2","29","-2","-2","-1","0","0","0","26430","23509.0","278956.0","274859","99618","103884.0","1249.0","279048.0","10758.0","5000.0","5080.0","2515.0","0"
"60000","2","1","2","28","2","2","2","2","2","2","43662","42682.0","45603.0","44569","47452","46536.0","0.0","3628.0","0.0","3600.0","0.0","4000.0","1"
"70000","2","2","1","41","0","0","0","0","0","-1","6017","8798.0","3810.0","2790","0","4513.0","3000.0","1500.0","0.0","0.0","4513.0","0.0","0"
"310000","2","2","2","33","0","0","0","0","0","0","110786","115540.0","117674.0","108103","114721","105624.0","6555.0","6000.0","3272.0","15874.0","4182.0","15694.0","0"
"360000","1","1","1","34","-1","-1","-1","-1","-1","-1","997","1267.0","3935.0","2437","2797","256.0","1270.0","3946.0","2444.0","2805.0","258.0","1.0","0"
"550000","2","2","1","34","0","0","0","0","0","0","383973","380082.0","389694.0","342198","344808","347188.0","15000.0","20000.0","20000.0","12000.0","12000.0","13000.0","0"
"180000","1","1","1","44","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","4003.0","0"
"140000","1","2","1","37","0","-1","0","0","0","0","34661","5309.0","51293.0","56740","59455","57532.0","5334.0","50006.0","9460.0","9461.0","2507.0","10007.0","0"
"200000","2","2","1","30","-2","-2","-2","-2","-2","-2","0","0.0","441.0","653","500","600.0","0.0","441.0","653.0","500.0","600.0","751.0","0"
"60000","1","2","1","39","0","0","0","0","0","0","54282","49541.0","46074.0","39917","39382","39799.0","2128.0","1608.0","1391.0","1410.0","1580.0","1548.0","0"
"140000","1","1","2","28","0","-1","-1","0","-1","-1","3234","4324.0","5477.0","4490","1500","-51183.0","4340.0","5491.0","2013.0","1510.0","18.0","89898.0","0"
"100000","2","2","1","24","0","0","0","0","0","0","68963","64880.0","60536.0","55708","51724","48671.0","3000.0","2700.0","2000.0","1900.0","1700.0","1794.0","0"
"360000","1","1","2","33","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"100000","2","3","1","24","-1","-1","-1","-1","-1","-2","440","470.0","470.0","470","0","0.0","500.0","470.0","470.0","0.0","0.0","0.0","0"
"160000","2","3","2","41","-1","2","2","0","0","0","26736","29052.0","28328.0","29099","29724","30624.0","3000.0","0.0","1200.0","1200.0","1500.0","2000.0","0"
"160000","2","2","2","27","0","0","0","0","0","0","163418","164211.0","165587.0","161950","161680","164031.0","6200.0","7600.0","6100.0","5900.0","6300.0","7500.0","0"
"100000","2","3","1","40","0","0","0","0","0","0","48923","48404.0","46266.0","45405","44723","42934.0","2084.0","1973.0","1708.0","1728.0","1621.0","1359.0","0"
"30000","1","3","1","45","2","2","2","3","5","4","25161","24476.0","28721.0","31262","30217","29158.0","0.0","5000.0","3300.0","0.0","0.0","0.0","1"
